text,label
Sedih ngeliat berita banjir semoga segera surut,non-eyewitness
Yang terkena dampak banjir disana semoga selalu diberikan perlindungan dan pertolongan oleh Yang Maha Kuasa Amin ,non-eyewitness
yang lagi kena banjir semoga cepet surut stay safe semua,non-eyewitness
Yg daerahnya kebanjiran staysafe ya ini temenku yg ditambun bekasi kasian kena banjir ,non-eyewitness
Ini ancol banjir gasi Sumpah kalo w ngantornya ke ancol trs gabisa balik gimana ,non-eyewitness
Jadi kemarin jam gw balik kerumah dari rumah abang gw di villa indah permai buat ngecek sikon dirumah sekaligus ngecek kedaleman banjir dirumah gimana ,non-eyewitness
Memegang tiang listrik saat banjir seorang warga Kelurahan Batu Jaya Kecamatan Batuceper Kota Tangerang Provinsi Banten meninggal dunia akibat tersengat listrik ,non-eyewitness
BANJIR JAKARTA MENELAN KORBAN JIWA KOK BLM ADA KOMENTAR APA KARENA PILKADA UDAH SELESAI AA ,non-eyewitness
Semoga yg trkena banjir diberikan kesabaran YaRabb Betapa ga berdayanya manusia ,non-eyewitness
buat temen temen yg kena banjir stay safe ya cuma bisa bantu doain biar kalian pada selamat dan bantuan tetap mengalir,non-eyewitness
Awal tahun dibuka dengan berita banjir dan banyak sekali cerita sedih semoga airnya cepat surut yah stay safe ,non-eyewitness
Walaupun bukan warga Jakarta tp aku tau gmn rasanya terjebak banjir Stay safe everyone Semoga banjir ini cepat surut,non-eyewitness
Banjir di Sejumlah Daerah Kemendagri Minta Seluruh Aparatur Pemda dan Masyarakat Saling Membantu Cyber News ,non-eyewitness
DKI Jakarta Banjir Ganjil Genap Hari Ini Ditiadakan ,non-eyewitness
doa untuk kawan kawan jakarta sekitarnya semoga banjir segera surut stay safe,non-eyewitness
Banjir di Tahun Baru Pemprov DKI Jakarta Tampung Pengungsi ,non-eyewitness
Banjir merata bukan jakarta saja ini jelas di politisasi karna anies saja yg disalahkan padahal dia bukan presiden jangan pura pura buta lah,non-eyewitness
ya allah sedih bgt ini berita banjir,non-eyewitness
Terjadi Banjir di Kota Bandung Hubungi Diskar PB di ,non-eyewitness
 Banjir di Jl Yos Sudarso sudah mulai surut dua jalur sudah bisa lintasi kendaraan bermotor mobil LIVE ,non-eyewitness
 RT Banjir Semanan Jakarta Barat ,non-eyewitness
Terendam Banjir Ratusan Hektar Tanaman Bawang di Brebes Dipastikan Gagal Panen ,non-eyewitness
Hujan turun saat evakuasi warga terjebak banjir di Kemang Pratama berlangsung Rabu ,non-eyewitness
Rumah beberapa selebriti pun rupanya ikut menjadi korban banjir Dari Yuni Shara hingga Rian DMasiv harus mau menerima rumahnya terendam banjir ,non-eyewitness
Warga cirebon pun harus siap dan waspada Sudah beberapa tahun kemarin beberapa daerah di cirebon terkena musibah banjir Gerakan masyarakat didukung pemerintahan daerah harus segara dilaksanakan sebelum banjir tiba ,non-eyewitness
Warga Bidara Cina Terjebak Banjir ,non-eyewitness
Bagi yang terkena banjir tetap semangat ya Stay safe ,non-eyewitness
Semoga banjir d jabodetabek cepet surut y Allah sedih bgt slah satu temen jd korban banjir Smgaa semua selamat dan sehat selalu,non-eyewitness
kalian yang rumah nya banjir stay safe ya ,non-eyewitness
Tol Cibitung Arah Jakarta Ditutup Gegara Banjir Berita Trans lewat ,non-eyewitness
Semoga banjir nya segera surut ,non-eyewitness
Kemang pratama banjir uwuuu untung belum sempet ke sana ,non-eyewitness
Jam wib kondisi banjir di wilayah jelambar grogol Petamburan Pagi ini ketinggian air sekitar cm Credit by yosepten ,non-eyewitness
Semoga banjir cepat surut ,non-eyewitness
Banjir di Kampung Melayu Mulai Surut ,non-eyewitness
 blok t tambah tinggi Kedalaman air sudah m butuh perahu Evakuasi dewasa dan anak ,non-eyewitness
Brebes Gagal Panen Bawang akibat Banjir ,non-eyewitness
Posko Banjir Jakarta Orang Mengungsi Akibat Banjir ,non-eyewitness
Selamat pagi Semoga musibah banjir yang terjadi di berbagai daerah di Indonesia bisa cepat surut ,non-eyewitness
sumpah kasian bgt yg kena banjir,non-eyewitness
Banjir di PGP Bekasi Mencapai Meter Mobil Terombang ambing ,non-eyewitness
Menteri Pekerjaan Umum dan Perumahan Rakyat PUPR Basuki Hadimuljono mengatakan berdasarkan pantauan udara terlihat banjir terjadi di pesisir Sungai Ciliwung yang belum dilakukan normalisasi Kontek nya banjir yg di pesisir ciliwung,non-eyewitness
Banjir Bandang di Padalarang Orang Mengungsi ,non-eyewitness
Indonesia darurat banjir,non-eyewitness
Dua Ribu KK Jadi Korban Banjir Bandang Di Lebak Banten ,non-eyewitness
Jakarta Masih Banjir Ganjil Genap Tak Berlaku Hari Ini ,non-eyewitness
Diguyur Hujan Deras Hektare Lahan Bawang Merah Terendam Banjir ,non-eyewitness
ngeri bener banjir di jakarta stay safe teman teman semoga airnya lekas surut,non-eyewitness
Untuk yg terkena banjir sabar ya ,non-eyewitness
Be safe sodara ku yang terkena banjir ,non-eyewitness
Banjir Hingga Longsor di Lebak Banten Gardu Listrik Dipadamkan ,non-eyewitness
Semoga yg terkena banjir tetap tabah dan ikhlas dan semoga banjirnya segera berakhir ,non-eyewitness
Sorry gua rt banjir terus kasian soalnya,non-eyewitness
Semoga banjir di Jakarta cepat surut Stay safe semuanya,non-eyewitness
Semoga banjir yang ada di jkt cepat surut dan bisa beraktifitas seperti biasa ,non-eyewitness
Semoga ga banjir di tol deh,non-eyewitness
Daerah Kebun Jeruk RCTI banjir parah banget Ruas tol arah ke TangerangMerak tergenang Banyak motor masuk Tol Kendaraan bnyk yg mogok Arah Jakarta TangerangMerak tak bergerak Sebaliknya lancar ,non-eyewitness
Udah dengar berita blm jkt banjir ,non-eyewitness
Banjir di sebagian wilayah jakarta bekasi dkk pada awal tahun Apakah ini bisa dibilang teguran ,non-eyewitness
 RT Jalan Raya Raden Patah deket pool Harapan Jaya masih terputus banjir ,non-eyewitness
sedih bgt baca info yg pd kena banjir ya allah ,non-eyewitness
Banjir di Jakarta Bekasi Bogor Tangerang Depok ,non-eyewitness
Aku dari Banjarmasin mendoakan buat saudara saudara ku di jakarta dan sekitarnya moga sabar tabah hadapi musibah banjir aamiin Ya Allah ,non-eyewitness
Banjir Bandang Sajira Lebak Rumah Hanyut dan Rusak Berat ,non-eyewitness
Lagii lagii hebohh di ibu kota selalu jd berita utama dimedia koran banjir banjirrr banjirrr lg lg lg air air,non-eyewitness
Ngilu denger Cikokol banjir Duh mudahan gw lagi mudik sono ga kenapa,non-eyewitness
Semoga yang terkena banjir segera surut,non-eyewitness
Banjir Jakarta Bekasi dan Sekitarnya Adalah Muhasabah ,non-eyewitness
semoga banjir cepat surut ,non-eyewitness
YaAllah semoga banjir cepet reda kasian org tua sama anak anaj yg kejebak banjir dirumahnya,non-eyewitness
Ujung jalan K H Hasyim Ashari Ciledug dari arah perempatan pasar Ciledug pkl pagi ini masih ditutup Banjir masih setinggi pinggang orang dewasa di depan Ciledug Indah ,non-eyewitness
Banjir di oleh hujan lebat pada malam pergantian tahun Lantas bagaimana intensitas curah hujan saat tahun baru di Jakarta ,non-eyewitness
Banjir Jumat Siang Mengakibatkan Orang Meninggal Dunia ,non-eyewitness
Selain mengakibatkan delapan desa terendam banjir dan memakan delapan korban jiwa juga mengakibatkan jembatan penghubung antar desa terputus ,non-eyewitness
BNPB Ada Titik Banjir di Jabodetabek Banten dan Jabar ,non-eyewitness
yatuhan liat berita ttg banjir drtd aku sedih bgt liatnya stay safe,non-eyewitness
Sejumlah desa di enam kecamatan di Karawang Jawa Barat terendam banjir setinggi hingga sentimeter ,non-eyewitness
Banjir Bengkulu Ribu Warga Mengungsi Orang Meninggal ,non-eyewitness
Baru nyampe senen kak Dikit lagi nyampe rumah huhu kata orang rumah sih Alhamdulillah nda banjir kalo di rumah,non-eyewitness
Banjir Luapan Sungai Cikeas Hingga Meter ,non-eyewitness
korban meninggal dunia akibat banjir Jabodetabek ,non-eyewitness
SBY Kunjungi Warga Korban Banjir Sarankan Pasang Tanggul ,non-eyewitness
Berita banjir Semarang dan Surabaya ada di mana ,non-eyewitness
Banjir JABoDeTaBek Jawa Barat Banten Curah hujan terbesar sejak Banjir tertinggi ada di JatiAsih Bekasi tinggi m Tidak hanya pemukiman namun juga jalan tol Jakarta Cikampek Cimali Semarang Jawa Barat banjir hampir x lipat DKI Namun yg dibully adalah ,non-eyewitness
sekitaran rawa buaya puri tuh masih banjir gak sih kata abang grabnya masih dalem,non-eyewitness
Inalillahi Orang Jadi Korban Jiwa Banjir Jabodetabek ,non-eyewitness
Berita soal banjir di Jakarta dan sekitarnya hingga beef bowl Yoshinoya menjadi berita terpopuler Travel selama Januari ,non-eyewitness
Yg punya mobil siapa yg nangis aing liat mobil pada nyangkut abis banjir ,non-eyewitness
Lintas Banten Pagi Usai Banjir Bandang Warga Tangkap Ribuan Ikan Besar di Sungai Ciujung Lebak ,non-eyewitness
Posisi banjir masih setinggi atas pinggangmu gitu zis Duh turut prihatin Cc ,non-eyewitness
Banser NU Evakuasi Korban Banjir Jakarta ,non-eyewitness
Tabalong bbrp kecamatan terendam banjir Hari ini sudah banyak yg surut namun cuaca masih mendung Smoga banjir tidak terjadi lg ,non-eyewitness
PT Maslapita Bantu Korban Terdampak Banjir di Tabalong ,non-eyewitness
FPI HSU Kalsel Bagikan Bantuan Sembako Dan Obat Obatan Untuk Korban Banjir Di Tabalong ,non-eyewitness
Tim yang menggunakan tiga perahu karet telah mengevakuasi warga terdampak banjir di Kabupaten Tabalong Kalimantan Selatan Kalsel ,non-eyewitness
Hujan yang terus mengguyur Kabupaten Tabalong Kalsel sejak empat hari terakhir menyebabkan rumah warga di empat kecamatan terendam banjir ,non-eyewitness
Senin Malam personel Kompi Batalyon B Pelopor Tanjung yang dipimpin langsung oleh Danki AKP I Made Gede Subawa S Ap M A melaksanakn patroli sekaligus monitoring volume debet air dibeberap wilayah di Kabupaten Tabalong yang masih terendam banjir ,non-eyewitness
bupati tabalong nya baru meninjau lokasi banjir pas tanggal feb,non-eyewitness
FPI HSU Kalsel Bagikan Bantuan Sembako Dan Obat Obatan Untuk Korban Banjir Di Tabalong ,non-eyewitness
Banjir yang merendam empat kecamatan di Kabupaten Tabalong Kalimantan Selatan Kalsel berangsur angsur surut Senin ,non-eyewitness
Adaro Cs Pasok Logistik untuk Korban Banjir di Tabalong via ,non-eyewitness
Banjir yang merendam rumah warga di Kabupaten Tabalong Kalimantan Selatan mulai surut Bagaimana situasi disana LIVE Bersama Sekretariat BPBD Tabalong Abdul Aziz ,non-eyewitness
AYO BANTU KORBAN BANJIR Mari bantu saudara kita yg terdampak banjir di Tabalong Kalua Amuntai sekitarnya dengan berdonasi melalui rekening BNI a n Nur Anita Kemudian konfirmasi melalui wa Insyaallah donasi kami buka sampai tanggal Februari ,non-eyewitness
Video FPI Kalsel Bantu Korban Banjir Di Kabupaten Tabalong ,non-eyewitness
Relawan FPI Kalimantan selatan salurkan bantuan untuk korban banjir di Kabupaten Tabalong Kalimantan Selatan Jumat ,non-eyewitness
Ketika Banjir Tiba Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
Banjir Terjang Tabalong Kalsel Jiwa Terdampak ,non-eyewitness
Banjir di kabupaten Tabalong Kalimantan disana kan ada pabrik semen PT Crount crown Atau Corona Lupa,non-eyewitness
Banjir Landa Kabupaten Tabalong Kalsel Ribuan Warga Jadi Korban ,non-eyewitness
Banjir melanda Kabupaten Tabalong Kalimantan Selatan Kalsel Banjir disebut terjadi karena hujan dengan curah hujan tinggi ,non-eyewitness
 BPBD Provinsi Kalimantan Selatan melaporkan telah terjadi banjir di Kab Tabalong pada hari Kamis Februari PKL WITA Banjir akibat hujan dgn intensitas tinggi dari subuh hingga siang hari ,non-eyewitness
Tahun bencana Banjir terparah di Daerah Kab Tabalong Kalimantan Selatan Ini semua karma alam atas perbuatan tangan kotor Manusia di dalamnya Semoga lekas membaik Kota kelahiran Ku Tegur pemerintah biar cepat menangani persoalan ini ,non-eyewitness
 Semoga banjir di di Wil Kab Tabalong lekas surut Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
 Sejak hari rabu kamis dan jumat banjir menggenangi beberpa titik lokasi di Kab Tabalong yang merendam ribuan rumah warga Bahkan sore ini banjir masih ada di Wil Kota Tanjung dan Kelua Sore ini ,non-eyewitness
Banjir Tabalong Sudah Rendam Kota Tanjung Click to see also ,non-eyewitness
Gini nih ulah Banser Kab Tabalong Kalsel pada ikut nyebur demi evakuasi korban Banjir Salutt ,non-eyewitness
Data Pusdalops BPBD Kalsel menyebutkan enam wilayah yang dilanda banjir meliputi Kabupaten Banjar Tapin Hulu Sungai Utara Balangan Tabalong dan Kota Banjarbaru ,non-eyewitness
Banser Kabupaten Tabalong Kalsel ikut dalam kegiatan sosial mengevakuasi korban banjir ,non-eyewitness
Izin melaporkan giat Unit Siaga SAR Tabalong operasi SAR banjir di Desa Pangkalan Kelurahan Belimbing Kecamatan Murung Pudak Kabupaten Tabalong Kalsel Source sar tabalong Follow ,non-eyewitness
Aksi sosial Banser Kabupaten Tabalong Kalsel dalam membantu korban Banjir CC ,non-eyewitness
Banjir yang terjadi di Kab Tabalong Kalimantan Selatan inti penyebabnya ada pada para penguasa di wilayah tersebut Karna sebagian dari mereka ada yg mementingkan isi SAKU dengan cara mengizinkan perusahaan perusahaan masuk dan merambas Hutan yg seharusnya di jaga Karma Alam,non-eyewitness
Ribuah rumah warga di Kab Tabalong terendam banjir dalam hari Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
 KAB TABALONG KEBANJIRAN Diperkirakan ribuan buah rumah warga terendah banjir sejak hari ini Rabu Kamis dan Jumat banjir mulanya berada di wil Hulu seperti di Kec Muara Uya Kec ,non-eyewitness
PT Saptaindra Sejati salah satu mitra kerja PT Adaro Indonesia menyerahkan bantuan bahan makanan ke Dinas Sosial Kabupaten Tabalong Bantuan ini sebagai bentuk kepedulian kami terhadap korban banjir kata perwakilan Humas PT Saptaindra Sejati site ADMO Bapak Indra Yudistira ,non-eyewitness
Banjir di Kabupaten Tabalong Kalimantan Selatan Jiwa Terdampak lewat INDONESIA,non-eyewitness
Banjir rendam ratusan rumah di Tabalong Kalsel Warga khawatir dengan sengatan listrik dan ular kobra ,non-eyewitness
Banjir banyutkan bangunan rumah warga di Takulat Kalua Tabalong Kalua Kabupaten Tabalong Kalsel ,non-eyewitness
Kamis Februari tercatat BANJIR terbesar yg melanda Pedesaan kami tepatnya di Desa Mahe Pasar dan Sekitarnya yg mana dikarenakan air Sungai Tabalong meluap yg diakibat oleh besarnya debit air serta berlebih ,non-eyewitness
 Sudah hari ini banjir di Wil Kab Tabalong yang merendam ribuan rumah warga Sebelumnya banjir bermula di wil Hulu Kec Muara Uya Upau dan Haruai Banjir berlanjut ke wil Murung Pudak Tanjung ,non-eyewitness
Kamis Februari tercatat BANJIR terbesar yg melanda Pedesaan kami tepatnya di Desa Mahe Pasar dan Sekitarnya yg mana dikarenakan air Sungai Tabalong meluap yg diakibat oleh besarnya debit air serta berlebih ,non-eyewitness
DPC PDI Perjuangan Kabupaten Tabalong Kalsel memberikan bantuan sembako untuk dapur umum korban banjir di Kecamatan Tanta Jumat ,non-eyewitness
 Sore sabtu ratusan rumah warga terandam banjir di Wil Kalua Kab Tabalong Kelua City ,non-eyewitness
Banjir di Tabalong Ketua Bawaslu Terpaksa Ngungsi via ,non-eyewitness
Hujan deras membuat beberapa daerah di Tanjung Kalimantan Selatan terendam banjir Banser NU Tabalong terjun langsung ke lapangan guna membantu evakuasi warga dan distribusi logistik Tetap semangat Banser Semoga banjir segera surut dan warga bisa beraktifitas kembali ,non-eyewitness
Korban Banjir Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
FPI Kal Sel Turun Bantu Korban Banjir Di Kabupaten Tabalong Kalsel ,non-eyewitness
Ada tiga kota di Kalsel yang yg banjir nya sangat parah salah satunya kab TabalongTanjung dengan tambang batubara terbesar di Kalsel ,non-eyewitness
BANJIR TERJANG TABALONG JIWA TERDAMPAK ,non-eyewitness
Kondisi Terkini Banjir di Kabupaten Tabalong Kalsel ,non-eyewitness
Sebagian Tabalong darurat banjir ,non-eyewitness
Ada Korban Banjir di Tabalong ,non-eyewitness
Banser Tabalong bantu korban Banjir di Tabalong Kalsel ,non-eyewitness
Banser bantu warga banjir di Tabalong Kalsel ,non-eyewitness
Puluhan Warga Simpang Abadi Terjebak Banjir ,non-eyewitness
Banjir Sungai Lematang Bocah Masih Hilang ,non-eyewitness
Banjir Meluas di Bengkulu Meninggal Hilang Mengungsi SwaMedium lewat ,non-eyewitness
Ketika Banjir Tiba Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
Beberapa titik di Kota Tanjung sekarang sudah digenangi Banjir Sebelumnya di Wilayah Utara Ratusan Rumah sudah terendam Banjir ,non-eyewitness
 Semoga banjir di di Wil Kab Tabalong lekas surut Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
 Sejak hari rabu kamis dan jumat banjir menggenangi beberpa titik lokasi di Kab Tabalong yang merendam ribuan rumah warga Bahkan sore ini banjir masih ada di Wil Kota Tanjung dan Kelua Sore ini ,non-eyewitness
Banjir Tabalong Sudah Rendam Kota Tanjung Click to see also ,non-eyewitness
Ribuah rumah warga di Kab Tabalong terendam banjir dalam hari Tabalong Tanjung Kalimantan Selatan ,non-eyewitness
Banjir Rendam Akses Jalan Provinsi di Tanjung via ,non-eyewitness
Babinkamtibmas Bidaracina standby POSKO BENCANA BANJIR KEL BIDARA CINA KEC JATINEGARA Jl Tanjung Lengkong RW Kel Bidara Cina Kec Jatinegara Jakarta Timur ,non-eyewitness
Viral Video Pengendara Motor Numpang Truk Pengangkut Mobil Demi Terabas Banjir di Tanjung Priok Netizen Keren Warga Berplat B ,non-eyewitness
Koptu Suparman Babinsa Desa Tanjung Burung Koramil Teluknaga Melakukan Pemantauan Pengamanan Dan Siaga Banjir ,non-eyewitness
Umma heh bahari aku disana kadada banjir sampe kaya ini Ya Allah lindungilah dangsanak seberataan di Tanjung Aamiin,non-eyewitness
Kasian orang di Tanjung Banjir Listrik mati jadi temen temenku susah ngehubungi keluarganya buat nanyain kabar disana Semoga cepat surut ,non-eyewitness
 Sudah hari ini banjir di Wil Kab Tabalong yang merendam ribuan rumah warga Sebelumnya banjir bermula di wil Hulu Kec Muara Uya Upau dan Haruai Banjir berlanjut ke wil Murung Pudak Tanjung ,non-eyewitness
